web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||||||||||
"1556765694-3537,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Cumulonimbus Harpe,Ultimately Unbeatable!,22-Jul-05,""This is my favorite book in the series. It is basically a mixture of everything; its funny, mysterious, and sad at times but keeps you at the edge of your seat(or bed) the whole time. In this adventure, the Baudelaires are sent to the village of V.F.D. where everyone worships the V.F.D. crows. In the short amount of time that they are there, they encounter some horrible things such as an angry mob, torches, the Delux cell, a giant balloon, a hidden library/workshop, a bare tree, and some mexican food. This is indeed the best book in the series yet."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"||||||||||||||||||
"1556765687-3512,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Sebastian Fernandez,""""""It takes a village to raise a child"""""",22-May-05,""The cycle keeps repeating itself, the Baudelaires are again out of a guardian and we get to read another great story by Lemony Snicket. Mr. Poe, the executor of the kids' estate, is running out of options, and his choices in the past have all proven to be dreadful. In this case, the solution he finds is unconventional, when Violet, Klaus and Sunny take """"advantage"""" of a new program by which entire towns take care of children."||||||||||||||||||
||||||||||||||||||
The options are plenty| but when the orphans are looking at the list they find a village with a curious name that piques their interest. This name is no other than VFD| acronym that is connected to the Quagmire triplets and to Count Olaf's secret. If you have read the previous books you know by now that the two triplets (yes you read right!) are the only friends the Baudelaires have| and that the two unfortunate souls have been kidnapped by the evil count.|||||||||||||||
||||||||||||||||||
In terms of the story| Snicket follows the usual winning formula| with the Baudelaires searching for a new beginning| and finding some hope before the devilish count shows up and spoils everything. The author also continues to use his hilarious structure| presenting definitions of words in a creative way| letting Klaus and Violet translate what her little sister wants to say| and distributing a few surprises here and there.||||||||||||
||||||||||||||||||
"The siblings stay in VFD is interesting to say the least, where they meet a group of ancient citizens with a large set of rules, a kind person who does not have the guts to stand up to injustice and a baffling mystery in the form of a set of poems. The series have been increasing in intensity and the characters are gaining more and more depth. Thus, fans of this series will not be disappointed with this novel."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"||||||||||||||||||
"1556765687-3511,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,E. R. Bird,""Quoth the crows, """"Squawk!"""""",24-Jun-04,""This is the first book in the Series of Unfortunate Events that I really wish I had heard on tape.  Many parts of this tale should be heard spoken aloud to be truly appreciated.  As it was, I was resigned to instead reading the book while working out on a particularly nasty elliptical runner all the time pondering the sad fate of the Baudelaire orphans and their friends.  In """"The Vile Village"""", the plot not only thickens but congeals.  Here at last are more clues about the mysterious VFD.  Here the name """"Snicket"""" has arrived within the text of these pages rather than as merely its author and narrator.  Here the clues add up and up."||||||||||||||||||
||||||||||||||||||
"Taking the phrase, """"It takes a village to raise a child"""", a little too seriously, the Baudelaire orphans have now been officially adopted by none other than an entire village.  The orphans have chosen this particular location because of its fascinating name, VFD.  As you might recall, these initials were part of the Quagmire triplets' last cryptic words to the Baudelaires before they were officially kidnapped by the loathsome Count Olaf.  As it turns out, the town is actually named the Village of Fowl Devotees due to its enormous crow population.  While there, the orphans are required to do the chores for all the townspeople and live with the kindly handyman, Hector.  It isn't long before mysterious messages in the form of rhyming couplets start appearing, apparently from the Quagmires.  It's up to the Baudelaires to find their friends and save their own skin before an angry mob torches them forthwith."||||||||||||||||||
||||||||||||||||||
"While the tension runs high in this particular Snicket outing, I found it strangely hopeful at the end.  Obviously this was not the author's intention, but that's how I felt anyway.  Though tensions run high in this tale, the angry mob is about as threatening as the witch hunters in """"Monty Python and the Holy Grail"""".  Personally I was delighted when I was able to figure out where the Quagmires were being hidden by page 143.  Then I remembered that I am currently 26 years of age and this book was written, ostensibly, for kids.  Still, I think I've also figured out what VFD stands for, and only time will show if I am right or wrong."||||||||||||||||||
||||||||||||||||||
"The story itself is just as you would like it to be.  The orphans have a little more enjoyable down time here and (much to my relief) far better food than they've had in some time.  One squiggle of a squabble I did have involved the crows perching continually in the Nevermore tree.  Shouldn't they be ravens?  Otherwise, I liked Count Olaf's latest disguise (hence my wish that I could hear the audio of this book) and I especially enjoyed the clues and mystery in the tale.  The author has the difficult job of continually upping the ante, as it were, while keeping these stories invigorating and interesting.  At the end of this book the Baudelaires are in the direst of straits, but I have little doubt that they'll eventually pull through.  Call it a bolt of optimism from the blue, if you will."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"||||||||||||||||||
"1556765672-3434,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Michael,""I love these books they are really interesting, and have an amazing plot"",9-Dec-16,""Amazing"||||||||||||||||||
I read this book because the first one was on my summer reading list and then I loved it and now I am reading the eighth||||||||||||||||||
||||||||||||||||||
"Spencer Sabet"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews"||||||||||||||||||
"1556765696-3544,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,L. Franken,""Teachers says, """"Fifty 3rd graders can't be wrong!"""""",6-Jun-01,""Another teacher and myself combine our classes for read aloud time.  Our classes are really enjoying the books in this series, and we are just finishing """"The Vile Village"""" as the school year ends.  It did take a while for some kids to tune in to the author's unique sense of humor, but now they all """"get it"""" and find Lemony Snicket to be very funny. I searched the internet and found a Lemony Snicket website that may be helpful to those considering reading this series.  Search for yourself, but if I were you, I'd forget about this review and just read something safer."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"||||||||||||||||||
1556765702-3581|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Lisa D. Hollis|The Vile Village|23-Feb-06|I loved the book.  Along with the rest of the series it keeps you in suspense so you don't want to put it down.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews||||||||||
"1556765687-3508,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,JMack,For the Birds,13-Jun-12,""In """"The Vile Village"""", the author strays from the formula of the other books. Drawing from the proverb that """"it takes a village to raise a child"""", the Baudelaires have been adopted into the servitude of an entire village."||||||||||||||||||
||||||||||||||||||
Count Olaf adopts his most outrageous persona in this installment of the series with the help of a new accomplice. In the village| ambigiously named V.F.D.| the rules need special attention to be enforced. Count Olaf is just cunning enough to accept this role. As the Baudelaires live with village appointee Hector| they must complete daily tasks while searching for the whereabouts of two Quagmire Triplets. As is usually the case| the clues will lead readers in the right direction. One only has to wonder how the village of fowl devotees and Count Olaf will prevent the orphans plan from being perfectly executed.||||||||||||||
||||||||||||||||||
"The Vile Village"""" is an entertaining read, that is not nearly as dreary as the author would like us to believe. It is also encouraging to note the author adding surprising new ripples to the overall plot. Certainly, this would make the read want to continue."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"||||||||||||||||||
1556765676-3459|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|S.kohlmann|Very interesting|2-Feb-16|Not bad not bad. Very interesting book. Smart ideas and great story telling. Very happy with this book. Yippie yay!!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews||||||||||
"1556765680-3483,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,jason weisbach,Awesome,26-Nov-13,""Good"||||||||||||||||||
||||||||||||||||||
"Awesome the best book on earth the ending isnt so great though vile village is the best book ive read and i cant wait till i read the next book"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews"||||||||||||||||||
1556765667-3417|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Leslie|Student favorite!|2-Jul-18|Purchased for my 5th grade classroom library.  Student favorite!|5.0 out of 5 stars||||||||||||
"1556765696-3549,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,M. Rodda,""Really,really,really,really good book!!!!!!(VILE VILLAGE)"",19-Dec-04,""I've read 9 books but I own this one.This is a gazilion star book.It's about three orphans whos parents died in a fire and are sent everywhere and now there sent to a village.The village is V.F.D. and the village thinks the Baudelaires are murderers.I recommend this book for kids and adults but they never have  happy endings."||||||||||||||||||
||||||||||||||||||
"REALLY,REALLY,REALLY,AWESOME,GREAT BOOK!!!!!!!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"||||||||||||||||||
1556765678-3466|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|moviepassionate|:)|12-Oct-14|:)This book it great and is really suspenseful and why do I have to right so many words? I don't know|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews||||||||||
"1556765669-3432,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Lily,Five Stars,10-Apr-16,""This came looking completely new and unused, it was exactly as described. Also, the shipping was very quick!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews"||||||||||||||||||
1556765667-3421|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Samantha|Fantastic|17-Feb-17|As I reread these books I'm filled with nostalgia. Colorful and addictive literature. I highly recommend this series to anyone.|5.0 out of 5 stars||||||||||||
1556765676-3463|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Stephen Kraft Jr|Five Stars|15-Aug-14|awesome|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews||||||||||
"1556765691-3528,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Lemony Snicket,Please read the rules before reading this review,26-Sep-04,""In my opinion this book was the third best of the eleven books that have been released.  The Quagmires are also in this book."||||||||||||||||||
||||||||||||||||||
The Baudelaires got to choose where they wanted to go.  The chose to live in The Village of Fowl Devotees because of its initials of V.F.D.  This strange village was had many crows and had a council of elders.  The council of elders had very strict and many  rules.  For example rule #920 clearly states that no one may talk on the platform unless you are a police officer.  There new caretaker becomes Hector.  He is a nice person| but he does not like to talk in front of The Council of Elders.  Hector is working on a project where he builds a air balloon.|||||||||||||||||
||||||||||||||||||
Later| the Baudelaires discover that the Quagmires are hiding in this village.  The Quagmires and Baudelaires meet up.  They all plan to escape from the V.F.D village.  However only the Quagmires make it onto the balloon.|||||||||||||||||
||||||||||||||||||
"I will not give away the rest of the book.  Hopefully I have painted an outline in your head of what the book is about.  Thanks for taking the time to read my review.  Please rate wether it was helpful or not.  If you like you can read some of my other reviews that I wrote about the Series of  Unfortunate Events.  Thanks!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews"||||||||||||||||||
"1556765685-3499,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,""""""lemony snicket"",A genius,31-Jan-13,""Love this book so much  I can not believe sunny smeared her face with egg yolk"||||||||||||||||||
"That is so funny"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews"||||||||||||||||||
1556765678-3472|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Brian D. Pennell|Great book for a 12 year old|13-Dec-13|My stepson read it all in the course of a day and a half and immediately downloaded the next book.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews||||||||||
"1556765689-3517,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,lookingin2you,""Rule # 486,328 clearly states you must read this book"",12-Jan-02,""The Vile Village, by Lemony Snicket, continues the dreary tale of the Baudelaire orphans.  Violet, Klaus, and Sunny, desperate to solve the mystery of V.F.D., have chosen the village of VFD, the Village of Fowl Devotees, to be their new home. In VFD the children are placed in the care of the affable town handyman, Hector.  Each day the children, along with Hector, are responsible for doing the chores of the crow-infested town of VFD."||||||||||||||||||
Not surprisingly| the children fearfully await the return of the treacherous Count Olaf.  They also continue the search for their friends Isadora and Duncan Quagmire| feared to be in the clutches of Count Olaf and his evil associates.  While cleaning the town each day the children try to unravel the mysteries around them while trying to save the Quagmires and themselves from Count Olaf.  This is not easy| especially in a town whose rules clearly state that breaking a rule is punishable by burning at the stake!|||||||||||||||
"This book is a must read for fans of the series.  I would advise that this series be read in chronological order, especially from book five and onward, as a continuing story line would be ruined by reading the books out of order."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"||||||||||||||||||
1556765676-3455|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amy Malatak|Amazing|12-Feb-14|It leaves you hanging at the end of every chapter. Those are the kinds of stories I like. What I want to know is what happened to Hector|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews||||||||||
1556765674-3451|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Madrid|Five Stars|31-Aug-15|great|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews||||||||||
"1556765685-3494,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Henley Ayers Jackson,This book was astounding,18-Feb-13,""I think this book was the most thrilling one of the series so far."||||||||||||||||||
"It is an amazing book from beginning to end."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews"||||||||||||||||||
"1556765700-3571,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Jacko,The Bad Beggining,22-Sep-02,""Wow. So you haven't read this book. Well, you don't know what you are missing out on. If you are a real bookworm like moi, you will love this book. The characters are the real life type and the story is nothing out of the blue like boring old Harry Potter. Not like many authors, Lemony Snicket tries to put yo off buying all of his books! A must read if yo are a sensible, normal kid."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews"||||||||||||||||||
"1556765667-3414,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Elam Family,My kid loves it and can't put them down!,3-Dec-14,""My kid loves these books.  As a parent I have tried to instill the love of reading into my son and it has gotten easier overtime and we are reaping the benefits of the improved reading.  Sometimes it was difficult to match the content level with his advanced reading level in addition to his interest in the content itself, however these books have seemed to be a perfect storm of sorts.  He is 9 but reading at a 12th grade level and it wasn't until this series that we really saw a passion for reading show, he always liked it and did it daily but never sought it out as feverishly as he did with this series, he is sharing the story with us in addition to laughing and enjoying himself.  I highly recommend them and we now own them all."",5.0 out of 5 stars,,"||||||||||||||||||
1556765669-3428|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Heather R.|Five Stars|16-May-17|Great series.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews||||||||||
"1556765696-3546,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,K. Walgrave,More Lemony Snicket....,15-Mar-07,""This is another installment to the Lemony Snicket Series taking place in the Vile Village.  The reader will find out more about VFD and also have more unanswered questions than before.  If you've read this far there's probably no turning back!.  Much of the reasoning behind the different problems and ideas is completely out there, but it is addicting nonetheless.  Now there's no stopping until he's done writing!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"||||||||||||||||||
1556765674-3444|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Kindle Customer|Q|19-Feb-18|Quake mask make kicks make Jenson sushi an bench did mid mend music I dike sheik durum neurosis kidney is|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews||||||||||
1556765672-3437|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Chubby Bookworm|Love this series!|21-Dec-16|Another great installment!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews||||||||||
"1556765691-3533,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Judith J. Brown,The Vile Village hilarious as narrated by Tim Curry,26-Apr-12,""Because none of their distant relatives will take them in out of fear of Count Olaf, the three Baudelaire orphans become part of a new program based on the saying """"It takes a village to raise a child."""" Under this program, Violet, Klaus, and Sunny's newest guardians will be all the residents of an entire village. In the hopes of solving the mystery of """"V.F.D.,"""" the children choose a village by that name as their new home. But they are terribly disappointed. They are sent to live with a kind but timid man named Hector who loves to cook Mexican food and has a library of forbidden books. V.F.D. is run by the strict Council of Elders, who have made tens of thousands of ridiculous rules that the citizens of the village must follow or risk being burned at the stake. When the Baudelaires are falsely accused of murder and imprisoned, they must escape from the jail and find their friends the Quagmires, who are hidden somewhere in the village. This was another miserable, hilarious book in A Series of Unfortunate Events narrated by Tim Curry, that is a must-hear for all fans of the series."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews"||||||||||||||||||
"1556765683-3487,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,""Kare babaren"||||||||||||||||||
Karens in love with a book||||||||||||||||||
"Karen"",Awesome book,23-Feb-14,""Just finished, and i'm still woundering what V.F.D is???? Love you lemony snicket lllllooooooovvvveeee uuuuuu. Cant wait for the next book!!!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews"||||||||||||||||||
"1556765678-3469,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Masha,Cool,18-Nov-13,""it all ways.has.this extent to.all month's book he , make kefir till us to.do.it.is.that good kiddies Nazism nano DNA damage"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews"||||||||||||||||||
1556765696-3553|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Bob Thompson|Five Stars|16-Jun-17|Was what I expected!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews||||||||||
"1556765694-3540,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,ISAAC FRY,the vile village.,28-May-02,""I recentally read the vile village. It was an excellent novel that shows how miserable these 3 kid's lives are. The children wan't to move into a town that raises kids called V.F.D because they wanted to know what it meant. they learned that this village was not only filled with crows but with rules. The 3 children recieve couplets from their two friens the quagmire tripelets are hidden. The police think they cought count olaf but really it is just a guy who looks like him and is to be burned at the stake, the next day. Before they could kill him the real count olaf killed him with a knife, disguises himself as dective dupin and blames the whole murder on the baduliars. The people believe him and put the 3 kids in jail to be burned at the stake the next day. They escaped from jail and retrieved the quagmires from a fountain. bein chaced by an angy mob they had to escape on Hector's hot air baloon but the rope snapped as the baduliars climbed up the 2 who made it threw their notebooks down but they were shot with a harpoon gun. Olaf reviled himself and left on a motorcycle as the baduliars had to run out of the village or the would be killed."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"||||||||||||||||||
"1556765676-3457,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Ashlyn,A Series Of Unfortunate Events #7 The Vile Village By Lemony Snicket,24-Dec-12,""I love The village if u like violence mystery and adventure a series  unfortunate events hope u like it !!!"""""""""",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews"||||||||||||||||||
