web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||||
1556765444-2997|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Lucil Nicolas Ferrum|Five Stars|3-Dec-15|Thank You.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews||||
1556765470-3118|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Kindle Customer|Five Stars|7-Jan-17|Granddaughter loves these books|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&filterByStar=five_star&pageNumber=27&reviewerType=all_reviews||||
"1556765428-2929,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,ian,This book was purchased as a gift. I am ...,3-Dec-14,""This book was purchased as a gift. I am unable to review the book, but it was given to a avid fan of the series. It  was savoured appropriately."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews"||||||||||||
"1556765533-3394,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Katie Auslen,Loved it,19-Jul-13,""It is a very good series of books."||||||||||||
"I think that this is my most favourite book in the series yet ."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&filterByStar=five_star&pageNumber=55&reviewerType=all_reviews"||||||||||||
1556765466-3091|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Inés Fonseca|Very good book|16-Feb-16|Extraordinary|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=five_star&pageNumber=25&reviewerType=all_reviews||||
"1556765512-3306,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Simple Laptop User,Awesome book for children,18-Dec-17,""This book uses lots of vocabulary for children to read and learn."||||||||||||
||||||||||||
Recommended for ages 7 - 12||||||||||||
"Thus book gets a 10 out of a 10"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&filterByStar=five_star&pageNumber=46&reviewerType=all_reviews"||||||||||||
"1556765528-3377,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,A New Yorker,The Best Series Ever,24-Jul-01,""I love a Series of Unfortunate Events. The fifth book (The Austere Academy) made me cry at the end, even though I am only 9.So READ THIS BOOK NOW!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_53?ie=UTF8&filterByStar=five_star&pageNumber=53&reviewerType=all_reviews"||||||||||||
"1556765494-3228,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,e. javier,A Series of Unfortuneate Events- The Austere academy,28-Mar-03,""Javier, Eddie (Biscuit)"||||||||||||
  3-28-03||||||||||||
  Per. 6||||||||||||
  A Series of Unfortunate Events- The Austere Academy||||||||||||
  by Lemony Snicket||||||||||||
 This is the fifth book is the Series of Unfortunate Events called The Austere Academy.  In this book we again find the three orphaned Baudelaire children| Violet| Sunny| and Klaus| on another of their very unfortunate adventures.  They meet very helpful friends named Isadora and Duncan.  Count Olaf disguises himself as a P. E teacher to try to get the orphans money.  He tries to make them so tired that they slack off in school| so they would have to live with him.  They also have made friends with to great kids.  When Count Olaf finds out that they too have a fortune| and they have found out that he was disguised| he kidnaps Duncan and Isadora!|||||
 I liked this book because the three orphans made two friends.  They helped them with their plan.  They also helped them find out Count Olaf?s Plans.  ??It is sure a good thing that we ran in to you twins! (P. 50)? Even thought the story doesn?t have a happy ending| or other any happy things| this was a happy thing.  To me| it was fun to see how the relationship between them grew and to see all the inventions they were making up.|||||||||
 The part that I didn?t like about the book was how Count Olaf kidnapped Isadora and Duncan.  To me this was very sad because they were the only two people that were nice to the Baudelaire?s.  ??No!? Klaus screamed| but Count Olaf merely smiled stepped on to the front seat| and began driving away| just as Violet and Sunny reached their brother. (P.216)?? Duncan and Isadora had been researching Count Olaf and wrote about him in their notebooks.  Before they drove away they told the Baudelaire?s to look in their notebooks| but Count Olaf snatched them away!  Now the orphans need to fond out what they found out.  Now they are probably going to end up on| yet another| unfortunate adventure.||||||
" My favorite part of the book is when Violet is making staples for sunny, because sunny (who is also a little baby) was a secretary for vice Principal Nero.  Violet was always good at making inventions, and now her genius really shows.  Since they don?t have a guardian to sign a permission slip for a dorm room they have to sleep in a little shack.  The shack has fungus and crabs, violet very cleverly uses them, and creamed spinach.  The crabs like to pinch toes, so violet puts a potato by their pincers, and when they are about to strike it, she moves the potato and puts some metal in its place.  She makes glue out of the creamed spinach and uses it to hold a fork.  When she?s done she uses it to shape the staples around.  I would recommend this book because it is fun, sad, and suspenseful."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&filterByStar=five_star&pageNumber=38&reviewerType=all_reviews"||||||||||||
"1556765515-3310,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,An 11-year old reader,The Austere Academy-Why Would you want to read this?,26-Aug-01,""The Austere Academy is woeful, tragic, and evil(this pertains to COUNT OLAF). On a better note, it also one of my most favorite books ever.It's hilarity goes from having Carmilita Spats as an enemy to having the chant """"Cakesniffing Orphans in The Orphan Shack!"""" sung to them almost everywhere they go. but, don't foget that the Violet, Klause, and Sunny meet up with two extremely nice children, who stumble upon a dreadful secret about Count Olaf, and get captured. So, if you are looking for a cheerful book, look elswhere, and don't forget the school's adorable little motto: REMEMBER, YOU WILL DIE."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&filterByStar=five_star&pageNumber=47&reviewerType=all_reviews"||||||||||||
"1556765533-3399,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,M. Fritz,Beautiful Book!,29-Mar-18,""This is a very nice hardcover book! The quality is excellent! If you've ever wanted to gift a young reader a piece of literature,  you'll want to introduce them to this series!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&filterByStar=five_star&pageNumber=55&reviewerType=all_reviews"||||||||||||
1556765508-3288|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Kindle Customer|Great book|26-Feb-17|This book had such good voice. I recommend this book. To anybody.  Limoney Snicket is such a good author. I can't wait to read the next book.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&filterByStar=five_star&pageNumber=44&reviewerType=all_reviews||||
1556765524-3359|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Zeneida Rodriguez|Loved it|9-Feb-14|I loved the relationship between the two sets of siblings. I really love the pair that Violet and Duncan make. They have the cutest relationship ever!!!!!!!!!!!!!!!! :)|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&filterByStar=five_star&pageNumber=51&reviewerType=all_reviews||||
"1556765497-3236,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,W. Fischbein,Series of Unfortunate Events Book 5 review,25-Sep-06,""Series of Unfortunate Events Book #5 The Austere Academy"||||||||||||
||||||||||||
"The book """"Series of Unfortunate Events Book #5 The Austere Academy"""" by Lemony Snicket was about 3 orphans Violet, Klaus, and Sunny. The orphans had just come from another vague ancestor and another encounter with the evil count Olaf trying to steal the enormous fortune their parents had left behind when they perished in a horrible fire. Mr. Poe the banker that manages the orphan's money until violet comes of age (18 years old); decided to send the orphans to a boarding school away from count Olaf. The orphans cannot stay in the dorm rooms at the boarding school because they need parent permission, so they live in an old rundown shack with crabs all over the floor. That afternoon at lunch they met another pair of orphans who were us like them and became friends. Later one night before dinner they received a note from count Olaf telling them to meet him on the front lawn. The gym teacher obviously disguised as count Olaf told them to run laps he made them run 9 straight nights until they were flunking their classes. They were going to be expelled if they didn't pass the test. That night the kids came up with a plan. The quagmires would run while the orphans studied for their tests. They got quizzed the next morning as Mr. Poe came to check up on them; they convinced Mr. Poe that the gym teacher was count Olaf he ran away taking the quagmires with him."||||||||||||
||||||||||||
The book was very exiting to read| there was always action going on between Count Olaf and the orphans. That made the book very interesting and kept me reading. The book was very descriptive and made me feel like I was right in the middle of all the action. The conflict of the story is great. Not only is their one main conflict like escaping from count Olaf but there are also a lot of side conflicts. The characters were very well described it felt like I could almost picture them so perfectly I could touch them. The books' ending was a very good one but it was a bit sad when the quagmires got taken away. Overall I thought it was very descriptive and I liked it a lot!|||||||||||
||||||||||||
The author's voice is different from most authors. When he says a big word he always gives an example to help you understand| he also writes a little bit scary but with lots of action. The author's vocabulary is very different than those of others. He uses descriptive and understandable vocabulary| and like I said he always defines the big words. Some unique characteristics of his writing are| he never ever uses any boring words or says any word too many times. He also uses a lot of dialogue and it does help the story a lot with the conversations between characters. His tone is always vivid; you can almost never tell his feelings as he writes but the characters feelings are well described.|||||||||
||||||||||||
I would rate this book very high especially about his descriptiveness| the story is very good and the mood is one you will enjoy. It can be read by kids or adults of any age and I am sure you will like it. I think this book is a book for any type of reader that enjoys a good book.|||||||||||
||||||||||||
"I really liked it! Of course I've said that a million times but I mean what I say and you will really enjoy this book. It has everything in it from humor to sadness from sports to music. This is the right book for you to read!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&filterByStar=five_star&pageNumber=39&reviewerType=all_reviews"||||||||||||
"1556765468-3100,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Katie Moore,Awesome,27-Jun-13,""I love the series of unfortunate events, but this one was the best so far. I can't wait to finish this awesome series."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=five_star&pageNumber=26&reviewerType=all_reviews"||||||||||||
"1556765419-2885,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,H. Koszyk,Fun,18-Mar-17,""As an adult reading children's fiction I can say I was entertained and didn't feel like I was reading a child's book. It was good, fun, lighthearted and an interesting world to visit. I was set up by the Netflix show and wanted to know what happened next... now I know, and am looking forward to picking up the series when it comes back on."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews"||||||||||||
"1556765494-3221,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Racheal S.,GREAT!,23-Feb-03,""I loved this book! I would give it many more stars, if I could. Violet, Klaus and Sunny are 3 orphans, and they're running from an evil man and relative, Count Olaf. Count Olaf wants them dead so he can have their fortune, which their parents left behind. Violet, Klaus and Sunny go live w/ Esme' Squoaler and her husband... I think...! Well, this is a great book and my favorite out of the series. The whole series is really, really great, so imagiane how this book is! You'll be glad u read this when you're finished. I could barely put this book down! VERY GOOD BOOK!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&filterByStar=five_star&pageNumber=38&reviewerType=all_reviews"||||||||||||
"1556765477-3141,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Sebastian Fernandez,""""""Where is Count Olaf?"""""",7-Jan-05,""I was pleasantly surprised when I found out that the rhythm of the story changed compared to previous works. The monotony seen before was one of my main criticisms for the last book in the series, """"The Wide Window"""". Now, deep into the story we find ourselves in a new situation, since everyone will be asking the question posed in the title of this miserable review, even Snicket himself."||||||||||||
||||||||||||
"After the horrible events described in """"The Wide Window"""", the Baudelaire orphans, Violet, Klaus and Sony, find themselves traveling with Mr. Poe towards their next destination / home / workplace / place of torture / unlucky spot. The town to which they arrive is called Paltryville, and right away we receive Snicket's warning about Count Olaf showing up in another disguise. This creates an anticipation that is prolonged longer than usual, creating an avid desire in the reader to get to the climax of this story as quickly as possible."||||||||||||
||||||||||||
The new caretaker of the siblings owns the Lucky Smell lumber mill| a horrid place that has a sign made out of chewed-up gum| pays the employees with coupons| feeds them gum for lunch and is located in a town that has a creepy building in the shape of an eye. As if all this was not enough| the Baudelaire orphans find out upon their arrival that they are expected to work in the mill. That is the deal that Sir| their new guardian| proposes in exchange for protecting them from the evil Count Olaf.||||||
||||||||||||
I found particularly interesting the set of characters presented in this work. Phil is a mill worker that sees life through very optimistic eyes. Foreman Flacutono is a ruthless giant in charge of the workers and who wakes them every morning by banging pots together; this is considerably worse than waking up to the sound of music and having coffee ready waiting for you. Finally| Sir is a very short man who has a cloud of smoke constantly surrounding his face and who is extremely stingy| to say the least.||||||||||
||||||||||||
"The author keeps showing his extremely sharp wit, which produces innumerable humorous situations and interesting conversations. Of course, none of these lead to a good chuckle in the reader, since the siblings keep going through unhappy times. All the elements mentioned create a notable book that will be very difficult to best. Those of you that can stand unhappiness should not pass up the opportunity to read it!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&filterByStar=five_star&pageNumber=30&reviewerType=all_reviews"||||||||||||
"1556765483-3172,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,GPH,Deception Waits at the Miserable Mill,27-Nov-03,""The Baudelaire children are friendly and kind. Violet is the 14 year old inventor, Klaus is the almost 12 year old avid reader, and Sunny is the infant with a knack for biting things. Seeing such marvelous children, one might think they led lives of happiness. But it's just the opposite for Violet, Klaus, and Sunny Baudelaire. These three children happen to be the most unfortunate children on earth. And even though they might be friendly, it's hard to make a good thing out of a bad situation when you're at The Miserable Mill. The Baudelaire's, after their sad adventure on Lake Lachrymose, have been moved to a new guardian again. This time their caretaker is the head of the Lucky Smells Lumbermill, a place that isn't all that lucky. The children have been left in the care of Mr. Sir, the boss of the mill, who has a cloud of smoke for a head. Mr. Sir, I'm sorry to say, demands the children to work in the mill. Even Sunny must do her share of the labor. But it's not all bad, at least not to the children's new friend Phil who is a strong optimist. And there's Charles too, the friendly assistant to Mr. Sir. Unfortunately, both are such pushovers that they can't really do anything for the Baudelaire's except offer words of encouragement. But sawing the bark off lumber becomes the second worst thing on the Baudelaire's list of bad things, when the children realize that Count Olaf is back, only he doesn't look exactly the same...or rather, she doesn't look exactly the same. And if this wasn't enough, Klaus is suddenly suffering from memory loss, and only Violet can crack the mystery to save her brother and the other Lucky Smells Lumbermill employees before it's too late! All of this leads to one of the most exciting encounters in the whole """"Series of Unfortunate Events"""". Lemony Snicket records another thrilling chapter of the Baudelaire's unfortunate lives. Look out for the pinching machine, long words in a book, people who aren't as they appear, and accidents that just might be fatal. Make sure you have book five and possibly book six handy, as these tales slip past you as quickly as Count Olaf."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&filterByStar=five_star&pageNumber=33&reviewerType=all_reviews"||||||||||||
1556765457-3056|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Jennifer Joiner|Awesome book|7-Mar-13|I think Lemony Snicket has a great way for telling stories. I wish I could see or meet him in person one day.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=five_star&pageNumber=21&reviewerType=all_reviews||||
"1556765457-3054,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Bre Roberts,One of the best!,22-Jan-13,""I have read all of the books so far ( starting the sixth right now!) And I must say, I'M ADDICTED. I love the series and this is my favorite so far, please read these adventurous books and I guarantee you will be pleased!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=five_star&pageNumber=21&reviewerType=all_reviews"||||||||||||
"1556765526-3369,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,A 12-year old reader,A series of unfortunate events.... very good!,2-Mar-02,""The S.U.E. (Series of Unfortunate Events) books are really good! They make you appriciate what yor life is like now, and I think everyone should read them! The books on tape are even better... the reader makes you feel like the book is alive!"||||||||||||
"I rate this 10 stars!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&filterByStar=five_star&pageNumber=52&reviewerType=all_reviews"||||||||||||
"1556765430-2935,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Uriah,Five Stars,26-Jan-18,""Love these books! Read them all from the library, years back, now collecting them all."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews"||||||||||||
1556765417-2870|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Joe Carroll|Good buy|1-Mar-19|Kid loves them. Good price|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews||||
"1556765486-3183,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Eric Arismendi,This Is Why I Dislike Boarding Schools!,14-Jun-06,""In """"A Series of Unfortunate Events #5: The Austere Academy,"""" the Baudelaires are sent to live with Vice Principle Nero at the Prufrock Preparatory School while Mr. Poe tries to find them a new guardian. Unfortunately, they get treated miserably by the female bully known only as...Carmelita Spats! The children, at least, make some new friends in their new temporary home. Their friends - Duncan Quaqmire and Isadora Quaqmire - are triplets who also lost their parents AND their third sibling (Quiqley Quaqmire) in a fire. Too bad the fate the Baudelaires and the Quaqmires must suffer at the end of the book when they meet the religious Coach Genghis, as well as their two awful and weird teachers - Mr. Remora and Mrs. Bass. The best in the series so far, and the one you really need to buy! But beware: you'll probably hate Vice Principle Nero as much (if not more) than Count Olaf..."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&filterByStar=five_star&pageNumber=34&reviewerType=all_reviews"||||||||||||
1556765504-3263|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|MC|Page turner|5-Jan-19|A continuation of the children’s unfortunate adventures. Even though the children are constantly enduring terrible events. I can’t seem to put these books down. I want to know what’s next.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&filterByStar=five_star&pageNumber=42&reviewerType=all_reviews||||
"1556765413-2851,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Matthew Jenkins,""For bed-time stories, read ahead! Plan the accents!"",27-May-13,""If you are reading this for your children, it pays to read and plan ahead. If possible, read all the stories!"||||||||||||
||||||||||||
I appreciate that sounds odd| and expensive| but you will probably buy them all anyway...||||||||||
||||||||||||
And why? Because over the next few weeks as you read the books| you'll find certain characters cropping up. You need to think about a) their voices and accents|||||||||||
b) adding special emphasis to certain characters who re-appear later| and|||||||||||
c) dropping certain vocabulary or factoids into conversation ahead of actually reading the story| which saves time at bed-time and also makes conversations more fun with your children as they realise that you are laying a breadcrumb trail| as it were.||||||||||
||||||||||||
"Count Olaf, for example, is described as having a hoarse voice, so practise it in different accents. The hook-handed man re-appears, so give him a distinct accent, and be ready to use it with Fiona in book 11, as she is his sister (I chose Northern Irish). Esme Squalor re-appears in disguise at one point, so try to give her a distinct voice which you can imitate in two different accents (as Officer Luciana, I gave here Deep South Accent, whereas as the city's sixth-most important financial advisor she spoke with cut-glass received pronunciation). Mr Poe is Victorian, Phil the optimist was from Somerset, the VFD villagers all spoke with Scottish accents, the people in and around the Hostile Hospitals were all Australians and so on..."",5.0 out of 5 stars,,"||||||||||||
1556765470-3112|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|mckenna kennis|Best book ever|23-May-13|Th  best book so far hope there are better ones to come!  But like I said this one was great!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&filterByStar=five_star&pageNumber=27&reviewerType=all_reviews||||
"1556765461-3078,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,sunberry,Awesome,16-Jan-14,""Love this book"||||||||||||
"this is the best series I have ever read it is so fun to read other books that you have read before"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=five_star&pageNumber=23&reviewerType=all_reviews"||||||||||||
1556765437-2962|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Abbos|Five Stars|4-Mar-18|Excellent condition for a good price|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews||||
"1556765515-3316,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,SheilaNease,Book Report Review,9-Oct-11,""WOW!  I love this book and all the ones in the series.  I am in the middle of the next one in the series and it is also good.  I also like the author, because he gives great details and has a wonderful imagination to create these books.  The pictures are good and vivid too.  These books are great if you like mystery and, or, action/adventure.  I hope you like these books just as much as I do."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&filterByStar=five_star&pageNumber=47&reviewerType=all_reviews"||||||||||||
