web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||||||||||||
1556765982-3904|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|jackie|Five Stars|31-Jan-16|Great read|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews||||||||||||
1556765962-3813|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|Acurate|1-Feb-19|Acurate|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews||||||||||||
1556765966-3830|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer Sami|Five Stars|22-Apr-17|My grandson loved this book !|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews||||||||||||
"1556766047-4192,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Joseph E. Farrell,""Possibly My Favorite of the Series, I Mean The Worst, Most Terrible One"",28-Aug-05,""Oh boy, the Baudelair orphans. Parents died along with their mansion in the fire, then went to evil Count Olaf's house. He tried to steal their money, almost killed Violet and Klaus's baby sister, and make them work hard."||||||||||||||||||||
||||||||||||||||||||
But now they are at their nice Uncle Monty's house of reptiles. Montgomery Montgomery understands their situation. They are at a place where they can have cake and listen to Uncle Monty playing the guitar. Ding dong.||||||||||||||||||||
||||||||||||||||||||
It's supposedly Uncle Monty's reptile assistant| Stefano (you GOT to be kidding me if you don't know who this is).|||||||||||||||||||
||||||||||||||||||||
One day later| Uncle Monty| who we all love and cherish| and has brought so much light into the orphans dark world| who really acted like their relative| well| this is the Series of Unfortunate Events| so| sorry| Uncle Monty.|||||||||||
||||||||||||||||||||
This is such a great page turning book. It helps vocabulary building and is| gulp| an educational book. This is a great series waiting for Harry Potter| but for me a series to read on its own| for pleasure| not waiting.|||||||||||||||
||||||||||||||||||||
"I highly recommend this excellent, sorry I mean this is a horrible book that you should avoid at all cost."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&filterByStar=five_star&pageNumber=45&reviewerType=all_reviews"||||||||||||||||||||
1556765975-3866|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Christopherr Kelly|Five Stars|30-Apr-16|Excellent series of books.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews||||||||||||
1556766092-4388|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|E. Schiff|Iteresting|12-Jul-01|A great book with everything a book sould have from reptiles to Count Olaf the bad guy. You should read this book. Somebody will die but it's still a great book.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&filterByStar=five_star&pageNumber=65&reviewerType=all_reviews||||||||||||
1556766020-4073|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Jorden Elizondo|Five Stars|4-Mar-15|Love the books|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&filterByStar=five_star&pageNumber=33&reviewerType=all_reviews||||||||||||
1556765980-3894|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Madrid|Five Stars|31-Aug-15|great|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews||||||||||||
1556766080-4337|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|geoffrey gamble|Awesome|16-May-17|Great read! I'm excited for the next one in the series. It's amazing how you're constantly set up to hope for these kids.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_60?ie=UTF8&filterByStar=five_star&pageNumber=60&reviewerType=all_reviews||||||||||||
"1556766042-4167,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,molly,A Warning,25-Jul-07,""If you are thinking of reading this review, first be forewarned that it contains very little happiness in it at all. Inside the pages of the books that this review reviews, you will find such terrible things as orphaned children, a greedy villain out to steal a fortune, an incompetent banker (the word 'incompetent' here means, 'unable to protect or even remotely assist the Baudelaire orphans in their attempts to avoid the evil Count Olaf'), a murdered relative, a harmless Incredibly Deadly Viper, the reappearance of a villain, a widowed, phobia-ridden aunt (phobia-ridden here meaning, 'an aunt too afraid to touch the doorknob, use the oven, or be near realtors'), a library devoted entirely to grammar, a house that teeters on its foundations, and leeches. Clearly, if you had any sense at all, you would not wish to read about such things."||||||||||||||||||||
||||||||||||||||||||
If you do| however| chance to pick a volume up| be sure to drop it as quick as you can| kick dirt over it so no one else can find it| and run in the opposite direction. Because if you do pick it up you will find| to your horror and misery| that the tales recorded within are most definitely unsuited to such a person as you. Tales of a fortune-stealing man named Count Olaf out to get a trio of clever and incredibly unlucky children are not| I am sure| the sort of thing you would enjoy. So I recommend that you purchase another book| perhaps a volume by Lenoy M. Setnick entitled THE PONY PARTY| the first of his series called THE LUCKIEST KIDS IN THE WORLD!| which can be found by purchasing Mr. Snicket's unauthorized autobiography in hardcover and turning the dust jacket inside out.||||||||
||||||||||||||||||||
A very good day to you.||||||||||||||||||||
||||||||||||||||||||
"Rating: Very Good"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&filterByStar=five_star&pageNumber=43&reviewerType=all_reviews"||||||||||||||||||||
1556766000-3977|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Liam|A great read for 4th grade|18-Feb-14|My daughter loves this series and was able to get it quickly and affordably. Excellent to find an affordable way to promote reading.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=five_star&pageNumber=24&reviewerType=all_reviews||||||||||||
"1556766042-4173,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Pat Shand,Star Character- The Incredibly Deadly Viper,30-Apr-06,""If one expects the life of the Baudelaire children to improve after """"The Bad Beginning"""" then one is very wrong; this volume includes a death, frustration, disbelief, and the return of an unpleasant character."||||||||||||||||||||
||||||||||||||||||||
"This is the book were you really begin to care for the children and their relationships, especially with Uncle Monty and """"The Incredibly Deadly Viper."""" The end leaves you with a mix of uneasiness at the events that have transpired, yet a smile at the bond of the children and the friendships they have made, however short lived they may or may not be."||||||||||||||||||||
||||||||||||||||||||
"This book contains more happiness then volume one, a bit less action, a bit more mystery, and proof that Mr. Snicket has more creative and unique ways to make you laugh and say """"that's incredible writing"""" then one would have thought any man could."||||||||||||||||||||
||||||||||||||||||||
"The Reptile Room"""" is creative, innovative, imaginative, and simply great. It is not at all a let down after """"The Bad Beginning."""""||||||||||||||||||||
||||||||||||||||||||
"7.5/10"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&filterByStar=five_star&pageNumber=43&reviewerType=all_reviews"||||||||||||||||||||
1556765964-3816|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Kindle Customer|I loved it|23-Dec-15|This is a great book to read for both kids and adults alike. If yo have kids this will strengthen their vocabulary.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews||||||||||||
"1556766053-4216,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Loran,I thought this book was a lot better than the others because the plot changed and the suspense increased a lot.,29-Apr-07,""The plot definitely changed a lot because instead of Count Olaf going to find  the Baudelaires, the Baudelaires were where Olaf was. We finally get to find out how Olaf always knew where the Baudelaires were, and where one of the Baudelaire parents or Lemony Snicket might be. There was a nice build of suspense in the end because you had no idea who was going to be thrown in the pit, and you did not know that this book would end with such a cliffhanger."||||||||||||||||||||
||||||||||||||||||||
I liked that the book ended with such suspense because it has gotten me to want to read the next book to see what happens. This book is definitely not as boring as some of the others were. I think the suspense will continue to build hopefully to a good ending.||||||||||||||||||||
||||||||||||||||||||
thank you for your time||||||||||||||||||||
||||||||||||||||||||
"Loran"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&filterByStar=five_star&pageNumber=48&reviewerType=all_reviews"||||||||||||||||||||
1556765955-3782|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Tabitha|Five Stars|30-Jul-18|My son loved this book.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews||||||||||||
"1556766067-4278,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Jeanie Therrien,The reptile room,4-Jan-06,""The book that I read was A Series Of Unfortunate Events #2. In"||||||||||||||||||||
||||||||||||||||||||
the beginning of the book the children don't know too much about||||||||||||||||||||
||||||||||||||||||||
where their going or what Uncle Monty is going to be like. Then a||||||||||||||||||||
||||||||||||||||||||
little further into the book they get to know Uncle Monty better||||||||||||||||||||
||||||||||||||||||||
and find out that he studies snakes. Close to the end of the book|Count Olaf kills Uncle  Monty and tries to kill the children.Before anybody could find out his true identity Count Olaf fled the scene and the children are sent to another home.|||||||||||||||||||
