web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href|||||
|||||||||||||
"In Modern life, Books, films, and other media devices always have happy endings where everything is revealed. The suspense in these stories comes from who dies along the way. In The End, Lemony Snicket/Daniel Handler rejects society and releases a story that doesn't tie up the loose ends at all. It ends well, and players feel a sort of closure when Olaf dies. Other than that, the series could continue forever in the same format as before. The kids don't learn much at this point, but I thought it was an amazing ending, to have their mother be Beatrice. it adds importance to almost everything said in previous books about her, and I'm sure Die Hard readers will be checking the old books trying to glean any extra information about Beatrice that might help them gain further understanding. That being said, it's a great way to get people to sell books, as well as being a perfect final twist. Daniel Handler proves to be a very good author writing content which, if you ask me, is a bit beneath his ability, if not his creative voice. I'm very excited to see what he comes out with in the future as I hope this is the beginning of a great career."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews"|||||||||||||
"1556766650-4979,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,DeeDee,kid loved,14-Oct-16,""came quickly, kid loved it"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews"|||||||||||||
1556766657-5004|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Cole|Sad and end to a wonderful series|15-Jul-13|It was a good book but it was sad at the end not all of the secrets were answered though but I feel like this book was a very good book some mysteries were revealed and once again lemony snicket made a grate but sad book I really hope the lemony snicket will make another series following this one|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews|||||
1556766657-5005|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Lucil Nicolas Ferrum|Five Stars|3-Dec-15|Thank You.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews|||||
1556766650-4972|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Mfoley|Five Stars|29-Jan-16|Item arrived as described. Fast shipping.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews|||||
"1556766688-5136,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Helcio H. Moraes,LEMONY SNICKET IS VERY COOL,8-Jun-07,""It's very hard to read this book because you know it's the last one.  I've enjoy all the books equally.  If you didn't read it, buy all the books and have a great great time."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=five_star&pageNumber=21&reviewerType=all_reviews"|||||||||||||
"1556766671-5068,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Gail M. Ruhland,My girl loved it,9-Jan-09,""This product was received in excellent condition very quickly ... helps mom keep within budget & stay popular!"|||||||||||||
|||||||||||||
"THANK YOU!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"|||||||||||||
"1556766641-4934,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Loran,""A good ending to an """"unfortunate"""" series."",21-Jun-07,""I loved the last line of this book. It fit perfectly with the whole series and summed up the whole series. I would have liked to have seen more of some characters, but I liked where this last installment of the series took the Baudelaires. I loved how you finally figure out where the name of the series came from and who it involves. I've never seen an author make up a sort of pen name and then integrate that into the books. I think this series was well written even though some of the plots were a little over redundant. All and all I'm glad I stuck with the series till the end of """"The End"""" even when I wanted to put the books down (as Lemony Snicket has said) before the end of """"The End."""""|||||||||||||
|||||||||||||
thank you for your time|||||||||||||
"Loran"",5.0 out of 5 stars,,"|||||||||||||
1556766693-5156|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Shannon Milne|100 percent awesomely awesome|28-Oct-13|This series is so good I never want it to end!Lemony Snicket please write a book about Beatrice.Who is she?The people want to know!|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=five_star&pageNumber=23&reviewerType=all_reviews|||||
1556766699-5187|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|Five Stars|22-Jan-18|I can't say anything accept I loved it|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=five_star&pageNumber=26&reviewerType=all_reviews|||||
1556766671-5069|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Gerry Hazuka|I'm sorry it's over|12-Jan-07|A fitting end to the the series. Great writing. I will miss reading about this family and their adventures.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews|||||
"1556766677-5088,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Dorothy,gorgeous,19-Oct-06,""I'd like to say something in response to many of the reviews here.  I've been reading these books for years now and have always appreciated the duplicity of these books and the puzzle they present for the reader.  It's almost a throwback (probably intentionally) to the double nature of Renaissance literature.  I wouldn't say (because I haven't found enough evidence to prove this) that they are any sort of full-fledged allegory but double-meanings are highly prevalent in these books.  In other words, as another reader above mentioned, a sheep is not just a sheep.  The point is, this isn't just about some kids who get shipwrecked on an island and it's not in any way boring (at least for someone who """"gets"""" it).  It's a highly mature exploration of human nature and the basic moral conflicts and problems that every human being faces in some way or another.  Life isn't cut and dry, there is no black and white but only a mass of grey.  Books with sugary sweet happy endings are all well and good but, as far as children's lit goes (and all lit for that matter), the stories that cut to the heart and have the most meaning are those such as these books that leave a certain amount of moral ambiguity and really deal with humanity not some escapist concoction.  That's why I think these make wondrous children's books (not even I would rank Handlers cumbrous prose as high literature), not only do they familiarize kids with literary concepts (deus ex machina, memento mori and the like) and through profuse allusions with many of the world's greatest literary works, they refuse to fool children into thinking that life is easy, boy meets girl and everything eventually works out for the righteous and true at heart.  As we all discover at some point, life doesn't work that way.  All we have, like the Baudelaire children at the end of the end, is each other and our dignity.  From this perhaps we can cobble a life and a world worth living in."|||||||||||||
|||||||||||||
"And that's why this book and the entire series have been gorgeous.  I honestly can't wait to share them with my kids."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews"|||||||||||||
1556766643-4949|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Rebecca E|Five Stars|20-Feb-18|MY sons love this book series and this was the only one we were missing.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews|||||
"1556766668-5054,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,JB,""The End (A Series of Unfortunate Events, Book 13)"",18-Jan-07,My daughter loves this series - sorry it is the last.,5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"|||||||||||||
1556766695-5165|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|M. Carroll|Page turner|11-Jan-07|I bought this book for my son for Christmas.  He is eight yrs old and had it read in simply two nights.  Its over 300 pgs long.  I wish I could find more books like this that he would read so voraciously.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=five_star&pageNumber=24&reviewerType=all_reviews|||||
1556766686-5125|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|blueblues|na|12-Aug-16|books are good|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews|||||
"1556766659-5016,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,game critic47,Book 13,17-Aug-14,""This book is a true adventure. I love it. Lemony Snicket is brilliant and so are Violet,Klaus,Sunny, and Beatrice. I highly recommend this book. :)"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews"|||||||||||||
1556766646-4955|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Pezeroy|Good finally to the series!|6-Nov-17|Good book and finally to the series!|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews|||||
1556766699-5184|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Diane Webb|What an adventure!|18-Aug-17|This is an excellent read.  My children read it and used it for their school book report.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=five_star&pageNumber=26&reviewerType=all_reviews|||||
"1556766684-5121,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,K. Pefley,The End - sort of,11-Jan-07,""This book and the Beatrice Letters were the top items on my 10 yr old daughter's Christmas list.  She read it immediately and insisted that I read it also because we are trying to solve the mystery of Beatrice/Lemony Snickets together.  She loved it, and as an adult I enjoyed it also.  I find this series to be appropriate for any child who has the vocabulary and reading ability to get through it.  I also appreciate the way the author deliberately introduces new words and increases the child's vocabulary (and occassionally mine) in a fun way.  I'm so completely satisfied with this purchase!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews"|||||||||||||
1556766693-5160|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Nicolas Martin|Five Stars|15-Sep-14|Keep my attention all of the time|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=five_star&pageNumber=23&reviewerType=all_reviews|||||
1556766690-5150|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|legalwitt|Five Stars|19-Aug-14|Great as usual!|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=five_star&pageNumber=22&reviewerType=all_reviews|||||
1556766668-5059|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Fran Hoder|Five Stars|24-Dec-14|It was a gift but person loved it.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews|||||
1556766697-5175|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|SammieSammie|Amazing Series|10-Mar-14|This series has been the best book series i have read so far. Sadly this is the end. Need more. Love this series!!!!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=five_star&pageNumber=25&reviewerType=all_reviews|||||
1556766646-4960|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Scroops|Glad to finally finish|2-Jul-18|The only one I was missing. Glad to finally finish.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews|||||
1556766690-5143|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|RCMJR|School of life|8-Oct-16|Fun to read and makes everyone smarter.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=five_star&pageNumber=22&reviewerType=all_reviews|||||
"1556766662-5028,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Desiree Morrow,Review for a series of unfortunate events The End,23-Jan-13,""I chose my rating for this book because, it is a very good, interesting book about 3 siblings who wash upon the shore of an island full of castaways castaways they try to find out the history of their parents death"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"|||||||||||||
1556766650-4980|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|A. Z.|Five Stars|4-May-16|My 11 year old son loves these books|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews|||||
"1556766688-5140,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,D. Parker,The End,9-Jan-07,""An excellenting ending to an excellent series. After the first book, the whole family read every line of every book."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=five_star&pageNumber=21&reviewerType=all_reviews"|||||||||||||
"1556766650-4977,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Kindle Customer,My fav!,18-Apr-18,""The best book so far! So many secrets revealed!"|||||||||||||
"And who is Ish? So much fun indulging in the pages of this book"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews"|||||||||||||
1556766652-4989|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Leslie|Great book|18-Mar-13|Loved the last book in a series. It was sad and still makes me wonder and wish for more. All kids should read the book.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews|||||
"1556766690-5149,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Yesenia C. De Hoz,""Great END, a bit vague though."",12-Apr-07,""I thought this was a magnificent end for A Series of Unfortunate Events, tied up a few loose ends, but didn't quite answer all the question all the other books left, which also should have been expected, it is Snicket's style to leave a few blank spaces. Overall, it was a great end for such a magnificent series. Really LOVED IT!!!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=five_star&pageNumber=22&reviewerType=all_reviews"|||||||||||||
"1556766666-5051,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Jacob Serrano,BEST BOOOOK EVER!!!!,9-Feb-13,""EVERY BODY READ IT THE BOOK IS SOOOO GOOOOOD SO MANY SECRETS REVEALED  WOW :-)  100% GOOOD AMAZING"|||||||||||||
"I AM SO SHOCKED"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews"|||||||||||||
"1556766641-4933,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Eric Arismendi,THE FINAL FIRE!,26-Jun-07,""PLOT: In this book, the Baudelaire orphans are shipwreched with Count Olaf onto an """"abandoned"""" island far away from civilaztion and meet a stranger with a certain book who turns out to be more important that you would think.  Without spoiling anything, all that I'll say is that the harpoon gun and the Medusoid Mycelium return, and that there's a Chapter 14 (epilogue).  Plus, a friend from one of the earlier books is back - but you'll NEVER guess who!! Lastly, let me tell you that at a certain part of the story, there's a Biblical reference that is very interesting to see how Daniel Handler/Lemony Snicket portrays in literature.  I think that's it's safe to say that The End was very expecteded by all Snicket fans, but that there was a bit of disappointment when people actually read the book.  Well, as far as I know, it's all based on opinion becasue even though some people hated the book, others (including myself) enjoyed it even more than the other twelve!  True, the sugar bowl mystery was not resolved, but clues in other books hint to its contents.  The VFD mystery is in fact solved, but the reader must pay close attention to what Lemony Snicket says.  When you get to the end of the book, the identity of Beatrice is the best you'll love to read because it was so unpredictable (although The Beatrice Letters (A Series of Unfortunate Events) gives you clues).  Overall, if you've read all of the books in the series - do not even think twice about reading this one...just do!  The cover says it all: this is a very """"unfortunate"""" book.  IT IS ABSOLUTELY GREAT (specially Count Olaf's hilarious and unique disguise)!  One more thing: Kit Snicket gives birth (I am not sure whether this is a spoiler or not becasue it was kind of obvious that it would happen in the last book, but it was still worth mentioning).  The World Is Quiet Here."",5.0 out of 5 stars,,"|||||||||||||
"1556766677-5086,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,R. Mcgregor,The End of it,17-Oct-06,""After I read the book, I told my wife, """"You are going to be disappointed"""".  (She's currently on book 10) She likes all the answers, I can live with a little ambiguity, I do everyday in real life. Toward the end I realized we weren't going to learn everything, kind of like in real life."|||||||||||||
|||||||||||||
"spoilers ahead"""""|||||||||||||
|||||||||||||
Of course we knew that Olaf would kick the bucket| ultimately the orphans are now much safer.  Do all the bad guys pay and go to jail?  We learned in Book 12 that the bad guys can't be counted on to be punished| that all the people who help the Baudelaires eventually fail them.  They can only count on themselves.|||||||||||
|||||||||||||
What's in the sugar bowl?  The better question is the Baudelaire's never cared| who cares if they never find out?  The Snicket file?  Well| the author gives us a clue in an early book when they say the men all die| and with the last word of the book we realize that Mr. Snicket has told us all along about the fate of their mother.||||||||||
|||||||||||||
It was also my impression that the stories of every else at the Hotel ended with the fire.|||||||||||||
|||||||||||||
Quagmires?|||||||||||||
|||||||||||||
the eagles and the hovercraft?|||||||||||||
|||||||||||||
All of those snow scouts?|||||||||||||
|||||||||||||
who started the fire|||||||||||||
|||||||||||||
beard no hair| hair no beard?||||||||||||
|||||||||||||
It's my opinion that sometimes not knowing is better than being disappointed.|||||||||||||
|||||||||||||
"Is this really the end?  could be.  I'm more inclined to not think of this as the end of the Baudelaire story, so much as it is the end of """"a series of unfortunate events""""."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews"|||||||||||||
"1556766666-5048,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Tanner Espey,""The End (An Unfortunate Series of Events, Book 13)  Lemony Snicket"",29-Nov-10,""Would definitely buy from this seller again. We ordered a new book, but we were sent a used book at a new book price. The seller, when notified, completely refunded the total amount of the purchase even though we only requested a refund of the difference between new and used. We are completely pleased. The book is in great condition, and we were able to conceal the previous owner's name by creatively writing our child's name over it."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews"|||||||||||||
"1556766675-5072,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Rocky Sunico,An Unexpected But Fitting End to the Series,2-Aug-18,""The End is the 13th and final book of Lemony Snicket's A Series of Unfortunate Events. There are other companion books for the franchise beyond this one, but for the most part the series ends here."|||||||||||||
|||||||||||||
We start right after the events of The Penultimate Peril with the Baudelaires sharing a boat with Count Olaf as they escape the events at the Hotel Denouement. A fierce storm brings them to an unusual island that takes the Baudelaire children but reject Count Olaf due to his attitude and vile threats. They are later joined by Kit Snicket| who has somehow floated over on a pile of books together with the Incredibly Deadly Viper from The Reptile Room.||||||||||||
|||||||||||||
After all the excitement and terror of recent events| the Baudelaire children start to find actual rest and comfort on this peaceful island with its helpful little community. Sure things seem specifically crafted to maintain a particularly bland tone of life but boring means less danger| right? But over time they find that a lot of the rules that had been put in place feel oddly restricting to the point of being counter productive| especially given their naturally inquisitive minds. How long can they remain on the island and avoid the troubles of the outside world?||||||||||
|||||||||||||
What I Liked: The drastic shift in tone for this book versus all the others was rather jarring at first as any other book would end with some some of big confrontation with the villain who has chased and tormented our heroes for so long. But instead we start with the villain sharing the same boat with them and yet being left out by the odd island community from the very beginning. They don't even get fooled by another of his disguises that had fooled so many others across all the past titles. And this made for a very interesting setting to start the last part of this greater story.|||||||||||||
|||||||||||||
And there are so many lessons brought forward in this book as a culmination of all that had come before. Everything that the Baudelaires had experienced across the series became rather important in this final chapter yet also irrelevant to how the characters would eventually move forward. This is more than just a story of good versus evil. And that's where the genius of this book really lies as it gives a new layer of meaning on top of everything that had come before.|||||||||||||
|||||||||||||
What Could Have Been Better: That said| the unusual direction of the final book can lead to some disappointment over how things resolve. You want that big finale between the two sides of V.F.D. and to maybe get a clean resolution to everyone's character arcs. But we don't get that sort of an ending and while one cannot argue if the actual ending was better or worse that sort of expectation| it was certainly different and surprising.|||||||||||
|||||||||||||
And I'm not sure how onboard I was for how we ended with yet another group of people we didn't know with their own set of problems that to some degree need to be resolved or at least dealt with just like all the other books despite things coming to a close. So that initial part that felt too much like when the Baudelaire children first being brought to a new group of people who could possibly take care of them and that| like many of the past delays revealing more about V.F.D.| felt like a bad call. It makes sense later on but at first it felt odd and jarring.|||||||||||
|||||||||||||
"TL;DR: The End is a great ending to the series which I suppose can be a little controversial for some. But if you get past that shock, the book has a lot of great moments and things that even re-contextualize past adventures in a great new, and perhaps philosophical, light."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"|||||||||||||
