web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||
||||||||||
This might not be the right story book for your kid| each one is unique and needs individual attention and care. This might be a good book to read along with your child| because many of life's more difficult issues will come into focus while reading it| it could be a chance to talk with your young reader about those issues.|||||||
||||||||||
"Let me know if this helps anyone. Morgan."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"||||||||||
1556764748-1580|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Jime|A sireies of unfortunate events#3 the wide window|18-Jan-15|I liked that there were many adventures and it was so interesting you couldn't stop reading I liked that lemony snicket  described things very good I would like to read the next book|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews||
1556764732-1514|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Srwilder|Five Stars|11-Jan-18|My class loves it!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews||
1556764741-1549|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Terri|Five Stars|14-Jan-16|My daughter loved it..|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews||
"1556764764-1650,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Pam,ANOTHER GREAT LEMONY SNICKET BOOK!! #ASOUE,28-Feb-18,""I started reading these books after I watched the Netflix series. My brother told me about the show and we watched them together. The books aren't exacly as good as the show! They're even better!!!! I wish I got introduced to this particular series earlier. Great Job Mr. Snicket. Please keep writing these books! You would please all your readers very much. Thank you! I look forward to more books soon."||||||||||
||||||||||
Thank You||||||||||
"Aubrey"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews"||||||||||
"1556764741-1550,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,hollagirl89,Great condition!,8-Mar-17,""The book was in great condition, with no marks or tears. I am very happy with this product!!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews"||||||||||
1556764753-1596|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Erin|A series of unfortunate events #3:the wide window|26-Jan-13|I liked how it is so intense and I just don't want to stop the reading once I start . I would recommend this book to every 3-6th grader .oh by the way this is Erin's daughter.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews||
1556764757-1617|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Sara Fishel|5 star|28-Dec-12|It's  a great book that I love and it's really hard for me to find a book that IS like.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews||
"1556764762-1639,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,hiphopgirl_1000,Tragedy follows...,25-Nov-01,""""""The Wide Window"""" is in my view the most sad and tragic of all the books in Lemony Snicket's """"A Series of Unfortunate Events"""" centered on the life of the orphans Violet, Klaus, and Sunny. In book the third the Baudelairs are taken by their lawyer Mr.Poe to live with Aunt Josephine at her house on the top of the mountain at Lake Lachrymose, home of the venomous Lachrymose Leeches. Aunt Josephine is scared of everything and expects diaster to always be around the corner. She thinks she will get burned by using the stove so the Baudelairs have to settle with the most awful cold cucumber soup they have ever tasted. Plus Aunt Josephine loves nothing more than grammar and constantly corrects the orphans mistakes. However Violet, Klaus, and Sunny are thankful that Count Olaf hasn't appeared in the quiet Lake Lachrymose yet. Their luck doesn't last long. It seems this time Count Olaf disguises himself as Captain Sham a sea captain!!! He totally fools Aunt Josephine but not the Baudelairs! Mysteriously Aunt Josephine seems to have commited suicide after a phone call to Captain Sham and has left the children under his care! Can the Baudelair orphans foil his evil plans once again?"||||||||||
"I found this book to be very sad even though it was still hilirous. Lemony Snicket truly works his magic in these books. I can't wait to read his autobiography!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"||||||||||
"1556764730-1498,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,FloB,Very Entertaining Series!,22-May-03,""I purchased books 1-5 on audio tape to listen to with my children while driving in the car. My how time flys when you are hearing about the perils of the Baudelaire children. I notice traffic doesn't bother me half as much while I am listening to these stories. Somethings in life could be much worse than sitting in bumper to bumper traffic."||||||||||
My children enjoy the stories so much that they don't just want to listen in the car anymore. Every night before they go to bed we listen to about an hour of the tape.||||||||||
Also| I think my children appreciate me more after they see what a hard life these children have.|||||||||
"I would recommend these stories for older children (older then 7). Younger or overly sensitive children might get scared or become upset by some of the things that happen."",5.0 out of 5 stars,,"||||||||||
"1556764775-1698,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Mike and Ike,The Wide Window,3-Dec-01,""LOL...  This book was an excellent, though not the best of the series so far.  Lemony Snicket's series is just addictive."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=five_star&pageNumber=21&reviewerType=all_reviews"||||||||||
"1556764746-1571,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Dmitry Buk,i like this book because its really interesting and it makes ...,5-Nov-14,""i like this book because its really interesting and it makes you want to keep reading it  - i am 8 years old , i loved the book"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews"||||||||||
"1556764770-1685,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Brittany,""A sad, but good book"",20-Nov-01,This book was especially good because it had a lot of suprises.  At the end when they are trapped in Lake Lacrhymose the suspense was killing me because you didn't expect Count Olaf to come and rescue the orphans.  I disliked Count Olaf a lot because he is so obsessed with money.  The orphans are really smart and Sunny surprised me with her abilities to do thing for a very small child.  I didn't like Mr.Poe either.  I like Aunt Josephine even though I thought she was a freak.  I felt really bad for her because her husband died.  I felt really bad for the orphans too because their parents died and all these bad things keep happening to them. Over all the book was really good and I can't wait to read another book about the Baudlaire orphans.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews"||||||||||
"1556764775-1696,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,J. Cohen,Best of the year,17-Oct-01,""I liked Series of Unfortunate Events because it is full of adventure. I loved The Wide Window.It is a 10 and up book.I think it's a sad but good book. My favorite character is Sunny, an infant. I like her because she is cute."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=five_star&pageNumber=21&reviewerType=all_reviews"||||||||||
"1556764768-1671,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Loretta McCarney,I love the whole series!!!,27-May-15,""I can't stop reading about these children. I finish one book and want to start reading the next one knowing that it will be filled with more unfortunate events. However, Violet, Klaus and Sunny are like energizer bunnies, they keep going and going and going. I know they will make it through the Miserable Mill and I can't help but hope for a little bit of happiness for the children, and maybe even a happy ending when all is written and done. Thank you Lemony Snicket!!!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=five_star&pageNumber=18&reviewerType=all_reviews"||||||||||
1556764737-1528|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|John P Nowell|Love this Series|22-Jan-14|I originally borrowed this series from a friend and fell in love and had to have my own copies! I have the entire series and read it yearly! I love the dark side but where good prevails!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews||
"1556764748-1576,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,holly snow,thanks,14-Apr-14,""woohoo i love it  thanks for selling it to me"||||||||||
have an good day always||||||||||
"i hope you are very successful"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews"||||||||||
"1556764766-1662,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Jeff,Don't throw this book out the window!,19-Jan-06,""The 3rd in the series. The orphans get appointed to live with their Aunt, who is....well.....weird."||||||||||
||||||||||
"If I was one of the baudelaires, I'd be happy to see Count Olaf. """"take me away from this crazy woman!"""" So the Count is up to the usual,and its up to the baudelaires to save their guardian,something they haven't done before. They succeed...kinda."||||||||||
||||||||||
They take her out of the cave she had been hiding in| but she falls out of the boat and gets eaten by leeches| luckily Mr.poe discovers Count Olaf's presence| but he gets away.|||||||
||||||||||
"3 books in and the series is still good"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews"||||||||||
"1556764750-1592,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Camille mikayala burton,The best book ever!!,16-Jan-15,""I love this author so much he or she writes the best books ever!!"||||||||||
"Your life will change if you read the books!??"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"||||||||||
"1556764732-1507,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Kindle Customer,Five Stars,21-Jan-18,""These books are fun. It's nice to read a book that's obviously been written by an intelligent, clever author."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews"||||||||||
1556764753-1605|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|SERIOUSLY I HAVE TO PAY $2.99|Fantastic|21-Jan-13|I loved this book in fact so far I have loved every book of the series of  unfortunate events and can't wait to read the next|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews||
"1556764773-1686,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Kindle Customer,Hooray,30-Sep-13,""Hooray for the children.  They are still alive  Will Mr. Poe ever believe them  He is the dullest man I have ever known.  """"Dullest"""" means thick headed or  not to bright.  You know not the brightest light bulb in the pack."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews"||||||||||
"1556764757-1621,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Stacy Renee,A grim continuation,3-Aug-17,""In The Wide Window, the three Baudelaire orphans are taken to live with a distant Aunt Josephine whom resides on top of a hill overlooking Lake Lachrymose which is filled with leeches that will hunt down and devour anyone who has recently eaten. Aunt Josephine is afraid of nearly everything and ironically lives in a house basically hanging over a cliff."||||||||||
When Captain Sham comes into the picture| the children are sure it must be Count Olaf but are unable to prove it.|||||||||
||||||||||
I particularly enjoyed this sequel thanks to Miss Grammar Enthusiast; Aunt Josephine. I might have liked her less as a child if I had read these (because who wants their spoken grammar corrected all the time) but as an adult I can't help but love that you can actually learn from these books. I'm honestly not sure if I learned the proper usage of its and it's in school but I won't be making that mistake from now on (hopefully).||||||||||
||||||||||
"This sequel is just as grim as The Reptile Room in the end and leaves us wondering what will become of the children in the next installment. So far, I'm thoroughly enjoying this morose series."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"||||||||||
"1556764768-1674,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Nate Great,It's almost perfect,3-Jan-06,""This is a remarkable book because of the new words for children,the details,how the story goes is just another repeat though. Mr. Poe sends them to a gardian, Olaf finds them, look for another guardian. The story is that the baudelaires go to Josiphene's house and their Aunt is practicly crazy. She's afraid of the dorrknob, the oven,and most ridiculous, realators. Overall, my review stinks and buy this book today"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=five_star&pageNumber=18&reviewerType=all_reviews"||||||||||
1556764755-1611|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Blake J. Robinson|Awesome|2-Dec-14|5 stars finished in 3 days l s l s l s l s l s l s l s|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews||
"1556764739-1544,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,hs,Love it,3-Nov-13,""If you like books with sad endings,"||||||||||
you will surely love this book by Lemony Snicker.||||||||||
I recommend you read the first and second book of||||||||||
A Series Of Unfortunate Events. Just watch out!||||||||||
If you like books with happy endings then you`'ll not||||||||||
"like this book!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews"||||||||||
1556764744-1558|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|anonymous|Book Review|8-Feb-15|This book is great for sophisticated readers who like fiction and humorous books. I like it because there are a lot of descriptive words throughout the book.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews||
1556764748-1582|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|A kid|Best book ever!!!|17-Apr-13|The book was fantastic!! I've read the series of unfortunate events books 1-3 and this would be my favorite out of all 3. I couldn't stop reading it!I can't wait to read the rest of the books and see what happens next!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews||
"1556764759-1628,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Todd Burger,The Baudelaire's misfortunes continue,26-Aug-04,""If there's one thing I would wish that all orphans had at their disposal, it would be a competent banker. Everyone knows that competent bankers are diligent people who try to place homeless orphans under the care of appropriate guardians, especially after the horrible things they've lived though because of the nefarious schemes of Count Olaf. Unfortunately for Violet, Klaus, and Sunny, they do not have a competent banker at their disposal. They have, instead, Mr. Poe, who doesn't even know how to keep the sniffles away, and even though he doesn't possess that simple skill, is the Vice President of an influential bank."||||||||||
||||||||||
In The Wide Window| Mr. Poe finds another relative for them to live with: Aunt Josephine| who really isn't their Aunt but is their second cousin's sister-in-law| and Aunt Josephine might just be a worse guardian than Count Olaf. She's certainly a nicer person than Count Olaf is - the meanest bully on your block is nicer than Count Olaf - but she just doesn't cut it as a guardian.|||||||
||||||||||
"Poor Aunt Josephine is an """"almosteverything-o-phobe"""". When you see """"-phobe"""" at the end of a word, it identifies a fear of whatever comes before it. For example, if you were afraid of mirrors, you would be called an """"eisoptrophobe"""", which probably means that you don't like your haircut, and so can't stand to look at it. If you are afraid of words (in which case, you probably shouldn't be reading this review), you would be called a logophobe. If you were afraid of children, you would be called a pedophobe. Unfortunately for the Baudelaires, Count Olaf is not a pedophobe. Since Count Olaf is not a pedophobe, it's a shame that he is not at least chrometophobic, which would mean that he has a fear of money."||||||||||
||||||||||
"Aunt Josephine isn't afraid of everything, for she likes cold lime soup and tin cans. If she were afraid of everything, she would possess panphobia. There are so many things that Aunt Josephine is afraid of that, even though I've done exhaustive research, I haven't found words to describe her strange fears, which include a fear of docks, a fear of realtors, a fear of telephones, a fear of stoves (which might be thermophobia, a word which means """"fear of heat"""", or pyrophobia, a word which means """"fear of fire""""), she even possesses a fear of the very lake that her house hangs over precariously - precariously here means """"ready to fall into the lake at the slightest act of imbalance"""", and many, many others."||||||||||
||||||||||
"Count Olaf is back yet again with another scheme to place the Baudelaires into his custody, and he appropriately names himself, in this ridiculous and immediately see-through disguise (at least the Baudelaires, as usual, saw through it right away - which doesn't mean that they actually saw through Count Olaf as if their eyes suddenly became X-Ray machines, it simply means that they recognized him despite his disguise) as a renter of sailboats, Captain Sham. But unfortunately for everyone involved, not even Aunt Josephine, who might just be the best grammarian in the world, recognized that the word sham means """"a person who pretends to be someone or something they are not""""."||||||||||
||||||||||
This book| while dark and sad| has many exciting features| including a race across a lake in a sailboat during a hurricane (the lake is so large that it can support its own hurricane| which are usually confined to oceans) with Violet using her inventing skills to understand and operate the sails| Klaus using his reading comprehension skills to navigate the boat by reading an atlas| and Sunny using her ability to steer boats by means of manipulating the rudder.||||
||||||||||
"Is their teamwork, which is fast becoming legendary, enough to save them from Captain Sh - Count Olaf?"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"||||||||||
1556764744-1561|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Jason Sylva|My daughter loved the movie and seems to enjoy the books|4-Apr-16|My daughter loved the movie and seems to enjoy the books|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews||
1556764744-1556|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Karen H.|Five Stars|15-Jan-17|My granddaughter loves this series.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews||
1556764737-1534|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|mg614|A series of unfortunate events: the wide window|9-Feb-13|I chose this rating because the is described very well. There is always a bit of humor and this is just...very...different then most books I would pick out to read. The author of this book always test to really make it come to life and when I read it I just felt like you know how the orphans feel but you really don't. I loved this book and I am excited to read the rest of the series. You really should read this book.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews||
"1556764759-1629,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,James Duckett,A Great Book for Children,23-Aug-04,""As an adult, I picked these books up to see if these would be a good book for my child to read. And for a elementary children, this is a wonderful book. The read is relatively quick so they aren't overwhelmed by the thickness and it is still a fun story with characters that you feel terribly bad for."||||||||||
||||||||||
The prose is perfect for children. It is easy to read and filled with alliteration. Best of all| this book goes out of its way to teach vocabulary to children. Instead of filling the book with long words (for children) expecting the children to look up the words they didn't understand (which they won't)| it goes out of its way to explain the bigger words.||||||||
||||||||||
This is the story of the Baudelaire siblings and continues where the second book left off as they are taken to their Aunt Josephine's house to be taken care of. While they have some initial problems with Josephine because of her neurotic tendancies| they feel safer in her hands than when they lived Count Olaf but not as happy as they were living with Uncle Monty.  Again| another scheme is hatched by Count Olaf to take control of the fortune. Again the only thing that can help the Baudelaire orphans is their wit| wisdom| and bravery.||||||
||||||||||
You are warned at the beginning of the book| and throughout| that this book does not have a happy ending. It is part right. The book does not have the best ending| but it doesn't have the worst ending either. I'll pick up the other books| but it does appear that this book will not leave you hanging and wishing for a different ending. Actually| I prefer this ending which shows that not everything will go your way which is the norm in life and not the exception. I don't think elementary school aged children are too young to start learning this| if they haven't already.||||
||||||||||
"If you have young children (grades 2-6) I would highly recommend you encourage them to read this series. This would be a good step into getting them to like reading. Harry Potter, while it is a fantastic read, should be left to those who are slightly older and/or better readers than who this book is targetted towards."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"||||||||||
