web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href|||||||||
1556766324-4657|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|Five Stars|3-May-16|Gift|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews|||||||||
1556766311-4604|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|David Joel Viera Lozada|... a gift for my daughter in law and she love it!|11-Feb-18|That was a gift for my daughter in law and she love it!!!|5.0 out of 5 stars|||||||||||
1556766326-4670|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|hollie crum|Lemony Snicket|12-Feb-14|Always get good quality books that I buy used but never look used my son loves them and this series.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews|||||||||
1556766335-4712|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Makai|Hui|20-Jan-13|The best book in the series I personally feel because it was 11 and I think from the series that I read 11 is always the best because it's sometimes the most exciting also more fun to read also you can read it again and again because the book was that dang good I myself have already started to the amazing series of unfortunate events by Lemony Snicket the best author ever because he plans the book so perfectly and really thinks about what happens next in series. Also  I can really understand the worlds that puts into the book because there complicated and long excepted some of Sunny's words and the long one in book 8 but that was fine because I got through it and finished the book and now I'm reading it again and instill I get tired of it !!!!!!!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews|||||||||
1556766344-4749|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Brittany DeWalt|Best series ever!|1-Oct-04|I have read all of these books. They are the best books ever! I recommend these books to anyone. In book the eleventh I was really scared when Sunny got poisened by the mushrooms. But every thing turned out ok. Most of my friends are reading these books too but I am proud to be the first one to discover this series in the school library.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews|||||||||
"1556766335-4715,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Eva Monplaisier,Great series,24-May-07,""I loved this book. I loved Klaus' ill-fated connection with the mysterious Fiona, the crisis with the mushrooms, and above all the last chapters, where the bigger mysteries of VFD finally begin coming together. The ending is probably the single best ending in the series... Of course, I do not need to mention to evryone to also read the next book in the series The Penultimate Peril (A Series of Unfortunate Events, Book 12) As for other great series, I ejoyed Harry Potter and the Deathly Hallows (Book 7) - waiting impatiently for the last book, and Why Some Cats are Rascals  ( Book 3) -- a totally different kind of story, but how captivating! I am giving it for my younger sister as a Birthday Gift."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews"|||||||||||||||||
"1556766317-4633,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,supermom,""The Grim Grotto (A Series of Unfortunate Events, Book 11)"",23-Nov-12,I love this series and so do my children. I recommend reading the series to any school-aged child beginning in the 3rd grade. The stories are full of wonder and imagination and my children always look forward to reading the next book.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews"|||||||||||||||||
1556766322-4654|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Fabrizio|Awesome|2-Apr-13|Lemony Snicket is amazing because he tells us something surprising at the end of the chapter. He is very as amazing.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews|||||||||
"1556766335-4707,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Squee!!,Read this book. Aye!,26-Sep-04,""The Grim grotto is a very good book. There are some hilarious parts that made the book even more memorable and enjoyable. This book is the longest of the series so far, but I enjoyed it so much that I read the 323 page book in one day. I enjoyed """"diving"""" into the world of Lemony Snicket once again for a delightfully depressing masterpiece, a phrase which here means """"equally enjoyable and depressing."""" But seriously, don't hesitate to buy this book, because He or she who hesitates is lost."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews"|||||||||||||||||
"1556766331-4686,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Nancy R. Katz,These Unfortunate Events Get Better and Better!,23-Nov-04,""The Baudelaire children are in trouble again as readers find them tobogganing down a swift stream.  But careening to their possible deaths is nothing compared to what will happen to them when they are picked up by a submarine.  And as if that's not enough they must find their way through a grim grotto in search of a sugar bowl which has some great importance to their nemesis and possibly themselves.  Along the way they once again meet up with Count Olaf, who continues to pursue them, and his odd group of friends as they continue to search for the truth about their parents deaths and their missing friends, the Quigleys."|||||||||||||||||
|||||||||||||||||
This the 11th book in the series which has been as fun and intriguing as the first book| The Bad Beginning and all the others.  While series tend to drag for me and I usually give up on them midway| each new book in this series seems to be a better and better read.  And the end of this book which places the Baudelaire children where the first book began certainly has me looking forward to the next installment to find out additional clues or answers to these orphans series of unfortunate events.|||||||||||||||
|||||||||||||||||
"I recommend this series of books to mature children, young adults and certainly those adults who enjoy a bit of black humor and suspense.  I can hardly wait for the next book to be published but can now look forward to seeing the movie shortly.  It should be great fun to see Jim Carrey play the devilish Count Olaf.  I can't think of anybody better for this role than the man with many faces and voices."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"|||||||||||||||||
"1556766346-4757,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Hillary Duff,LOVED IT!,15-Jan-05,""This is a good book. This book ends where The Slippery Slope ends up. Violet, Klaus and Sunny are traveling rapidly downhill on a tobaggan."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews"|||||||||||||||||
"1556766331-4692,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Alaka,Excellent!,3-Jan-05,""I started reading the Unfortunate Events series 2 years ago and I still love it. It's very interesting and all the mystery is fun. Especially when you can occasionally guess what is going to happen before they do. It makes you feel smart, haha. Especially since feel like I have a few things in common with Violet and Klaus. I LOVE to read like Klaus but I'm the oldest in my family like Violet, etc."|||||||||||||||||
|||||||||||||||||
"I found a few of the books kind of boring but I LOVED this one. The captain was a bit annoying but somewhat funny too. I would recommed this book to people who like mystery or adventure. The only books out of this whole series so far that I haven't liked are """"The Wide Window"""" and """"The Miserable Mill"""". But overall it's a really good series! I can't wait till I see the movie, I'm sure it'll be pretty good. I was a bit disappointed to see that the people they got for the cast looked nothing like the characters on the cover of the books, but if their acting is good then it's ok. I would say that Lemony Snicket is a really good writer, I hopes he keeps up the good work!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"|||||||||||||||||
"1556766331-4693,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Rebecca Herman,Wonderfully miserable eleventh book in the series.,21-Sep-04,""The Baudelaire orphans continue their miserable adventures in the newest book in A Series of Unfortunate Events. When the story begins, they find themselves trapped on a floating toboggan in the middle of the Stricken Stream. Eventually, they are washed downstream to the sea, where they encounter a submarine, the Queequeg, and its crew: Captain Widdershins, who is extremely fond of saying the word """"aye""""; his stepdaughter Fiona, who loves to read about mushrooms; and Phil, the cook, who they met long ago during their time at the Lucky Smells Lumbermill. Captain Widdershins is searching for the lost sugar bowl, determined that it will not fall into the hands of Count Olaf and his evil associates, and so Baudelaires and their new friends head off to the Gorgonian Grotto, where even more misfortune awaits them. Fans of the series will not want to miss this latest addition. It's just as miserable, hilarious, and wonderful as the previous books in the series. I cannot wait until the next book in the series is released."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"|||||||||||||||||
"1556766340-4730,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,bookrater,Grim Grotto is Great,1-Aug-05,""I recently got into this series, i cannot believe how good this series is. The Grim Grotto is a wonderful book for all ages.  I cannot wait until the 12th book.  The Grim Grotto picks up the pace and brings the children on a trip that they can never go back from! Enjoy this book!  It is a great read for anyone!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"|||||||||||||||||
1556766324-4664|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Joe|I love lemony snicker books|4-May-13|These books are awsome but you have to read all of the books to understand the books but I still love these books.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews|||||||||
"1556766337-4719,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Dave from Fremont,How do I know? Here's how...,21-Sep-04,""I'm not sure if these books appeal to adults in any way - I haven't read one - but it doesn't matter.  My 13 year old son is a big big fan and I have seen him re-read all of them at least twice, perhaps more. That's all I need to know - he will receive this one for his birthday, and you can bet he'll be thrilled."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"|||||||||||||||||
1556766311-4600|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|kendallwv|Five Stars|21-Nov-16|great addition to series|5.0 out of 5 stars|||||||||||
"1556766315-4616,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Sarah Courtney Rose,The Grim Grotto,12-Mar-14,""I have been reading this books series in order for the first time ever, and the library where I live didn't have this novel. Glad I purchased it online on this website!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews"|||||||||||||||||
"1556766340-4734,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,elizabeth m carson,This book is amazing,30-Dec-11,""i love this book. next to harry potter. this is #1. this is amazing."|||||||||||||||||
|||||||||||||||||
"  #reviewed by mini moose"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"|||||||||||||||||
"1556766337-4721,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,tlsare,Awesome,25-May-14,""This book is a very sad, yet good book. I really recommend the whole series of unfortunate events. I hope you like this book, 'cause I did. In fact, I love the whole series! it's awesome!!!!!  :)"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"|||||||||||||||||
"1556766331-4688,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Tyler Quagmire,Underwater Fun!,6-Jul-05,""I have to say that when I first found out that this book was about going underwater to find the sugar bowl, I thought it was going to be another plain filler, just to make the suspense about Hotel Denouement more intense."|||||||||||||||||
|||||||||||||||||
Oh| how wrong I was. The Grim Grotto reveals many more secrets about V.F.D.| and we learn a lot about Aunt Josephine and her husband Ike- more than we ever knew.|||||||||||||||
|||||||||||||||||
I can't say too much about this. But it does remind me a lot like The Slippery Slope. The Slippery Slope had the Snicket file| The Grim Grotto had the sugar bowl. The Slippery Slope Had Quigley| The Grium Grotto had Fiona. The Slippery Slope had ice| The Grim Grotto had water. And other things.||||||||||||||
|||||||||||||||||
However| as similar (sort of) as the two books are| I have to say that The Grim Grotto is MUCH more exciting than The Slippery Slope| which I found rather dull at times (all it is is climbing up and down a mountain).||||||||||||||
|||||||||||||||||
And the ending- the ending is definitely the best of all the books. No| it's not as cliff-hanging as The Carnivorous Carnival. No| it wasn't as sad as The Austere Academy. And no| it wasn't as dangerous as The Hostile Hospital. It is| however| the best ending of all the books| and all I can say is that it connects books 1-10 and shoots forward in a whole new direction. Plus a character from the past is introduced again. *cough cough*|||||||||||
|||||||||||||||||
If you were disappointed by The Slippery Slope like I was| then don't be afraid- The Grim Grotto is much more exciting| and much more full of ever day lessons. I'll end my review with this quote of the hook-handed man.|||||||||||||||
|||||||||||||||||
"People aren't either wicked or noble, they're like chef's salad, with good things and bad things chopped and mixed together in a vinaigrette of confusion and conflict."""" --The hook-handed man, page 223"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"|||||||||||||||||
"1556766320-4645,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,tinakatz,ON TO THE NEXT!,5-May-13,""My daughter needs to read faster! This installment of the series is really good and has an annoying CLIFFHANGER! Yet, tis bedtime, so I must wait!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews"|||||||||||||||||
1556766324-4665|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|laurie trygstad|I love this series|7-Sep-13|So suspenseful!!! It's a really good series and I suggest it for everyone! I hope you read it and love it.  Elizabeth|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews|||||||||
1556766317-4634|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|AmazonWmn|My 10 yr old can't get enough|22-Jul-13|My daughter just loves this series.  I will buy one for her and by the next day she is asking for the next.  She is an addict!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews|||||||||
1556766344-4748|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|C. Grabowich|Loves to read|25-Feb-07|This series of book turned my son onto reading.  He thoroughly enjoyed each book and this one as well.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews|||||||||
1556766346-4761|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Yolanda Fisher|Arrived on time|25-Dec-18|Came in perfect condition|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews|||||||||
"1556766333-4698,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Lemony Snicket,""Without the annoying manner of speach, this book's the best!"",26-Sep-04,""Captain Widdershins , the captain of the Queequeg, has an annoying manner of speech.  He is always saying commands and saying Aye after everything.  He is also always stating his personal philosophy wich is he or she who hesitates is lost.  Count Olaf also has a new annoying laugh.  An example of one of his annoying laughs is hup hup ha ha hammy hee hee and sniggle ha ho ho.  After about the 50th time it starts to get old."|||||||||||||||||
|||||||||||||||||
Enough about the negatives though.  The manner of speach was just about the only bad thing about the book.  The storyline was great.  This book is also my new favorite in the series.  The rest of my review I will explain some of the book.  If you have not yet read the book and want to know absolutely nothing about the book then please do not read the rest of my review.  I will not give away the ending though as it is very good.|||||||||||||||||
|||||||||||||||||
The story starts off exactly where the last book began.  That is another good thing about the series| they flow nicely.  The Baudelairs are in a broken toboggan rafting down the Stricken Stream.  They spot a submarine.  They are not sure if inside the submarine there is a friend or a foe.  They decide to risk it.  They open the latch.  Inside is Captain Widdershins| and his crew.  He starts off with his annoying Aye's and pointless commands.  He however is not an enemy.  It turns out that he knows all about the Baudelaires and their life.|||||||||||||||
|||||||||||||||||
Along board his submarine| named the  Queequeg| is some new friends and some old ones.  There is the captain's granddaughter Fiona.  Who is very interested in molds and fungus.  Phil is also on board.  Phil is there old friend from Lucky Smells Lumbermill.|||||||||||||||
|||||||||||||||||
The mission of the submarine is to find the sugar bowl before Count Olaf does.  Klaus| after studying many tidal charts| thinks that the sugar bowl may be in the Georgian Grotto.  The Baudelaires and Fiona go in the cave to find it.  They are unsuccessfully however.|||||||||||||||
|||||||||||||||||
When they return to the ship they find that everyone is missing.  They are no where to be seen.  They also notice that Sunny has a deadly fungus growing on her.  If she does not recieve the antidote she could die with-in an hour.  The only problem is that they do not know what the antidote is.  And to make matters worse Count Olaf's submarine shows up| and Count Olaf takes the kids away.||||||||||||||||
|||||||||||||||||
The rest of the book I will not give away| although it is very good.  The very end involves an old friend from way back.||||||||||||||||
|||||||||||||||||
"Also examine the back of the book.  It tells you that the setting for the next book will be Hotel Denoumont.  Thanks for taking the time to read my review.  Please rate wether it was helpful or not.  Also, to make the series more enjoyable you should read the series in order.  Thanks!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"|||||||||||||||||
"1556766331-4687,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Tom,The darkest one yet!,9-Nov-11,""The 11th book in the series is by far the darkest one yet!  From the trouble they encounter to the people they meet the story is very different from the rest. There are only two new characters, Fiona and Captain Widdershinns who are both members of VFD, however they haven't quite decided which side of the schism they're on. There is a returning character too which is funny and exciting."|||||||||||||||||
|||||||||||||||||
The cons:|||||||||||||||||
Captain Widdershinns is to say in the least| very annoying. He must repeat the word aye after every single sentence and the author uses this technique to waste pages at a time. Most of all his speech doesn't match the seriousness of the rest of the book. Widdershinns could have been a serious character and made the book even darker| rather than just making the book annoying.|||||||||||||||
|||||||||||||||||
"They are starting to turn Olaf into a comical character rather than a sinister villan. His """"new laugh"""" is also annoying and he is starting to not seem the least bit scary and I'm wondering why the children fear him. I know he's not supposed to be to realistic because it could frighten children but he was much better how snicket portrayed him in the earlier books (himself, Stophono, Sham, Shirley, Gengis, Gunthur, Dupin)"|||||||||||||||||
|||||||||||||||||
The pros:|||||||||||||||||
The whole part when they went into the grotto and returned to the empty submarine was written so well. It was so dark and thrilling that it was almost creepy. I can't give away much so I'll just say it's the best part!|||||||||||||||||
|||||||||||||||||
When they save sunny is one of the happiest things ever to happen to the Baudelaire's| and it's so happy it makes you want to cry tears of joy along with them.||||||||||||||||
|||||||||||||||||
The best part of the whole book is the last 4 pages. It's by far the best ending of all the books and is just soo good. There's a return of a character whom they haven't seen for a long time| and has a great cliffhanger. I can't ruin it for you so I'll just say it was really really good again.||||||||||||||||
|||||||||||||||||
"  This is one of the best in the series so I would definitely recommend it!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"|||||||||||||||||
"1556766337-4716,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,carriehaver,Book 11 doesn't disappoint!!!!,4-Jul-14,""The Grim Grotto is about three kids who have lost their parents and have just escaped the evil villain once again. They meet a captain and a couple of other important people who try to take them to safety in a submarine. I loved the Grim Grotto because it is funny and exciting. It is really cool that some part of the story takes place in a submarine. It also is a little bit sad because they have lost their parents and now all they have is a tiny raft floating downstream. It intrigued me to read the next one, and I hope you enjoy it too!"|||||||||||||||||
|||||||||||||||||
"Written by a 9 year old girl"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"|||||||||||||||||
"1556766335-4706,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Simona,THE GRIM GROTTO,24-Jan-05,""I am a huge fan of the Series Of Unfortunate Events books. This is the the newest book of the series. I loved this book! I read it in one day, and i couldn't stop reading. In this latest book, the three children Violet, Klaus and Sunny find themselves in even more trouble. There is a submarine, some very poisnous fungi that has affected one of the children, an evil villian and his crew, some new people that turn out to betray the children,some answers to questions that the children have wanted to know for a while, and a very important person shows up at the end of the story that may help the children a great deal. This book ties past events and people and helps you to understand more. If you have been following the series, then you must get this book. It's adventurous, and will have you at the edge of your seat!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews"|||||||||||||||||
